customer_id,gender,Age,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,owns_car
1952,Female,46.0,35,Payment Adjustment Coordinator,Health,Mass Customer,Yes
1953,Female,42.0,23,Paralegal,Financial Services,High Net Worth,No
1954,Male,52.0,88,VP Sales,Manufacturing,Affluent Customer,No
1957,Male,42.0,1,Accountant IV,Property,Affluent Customer,No
1959,Male,41.0,3,Director of Sales,Health,Mass Customer,Yes
1962,Male,42.0,13,Sales Representative,Retail,Mass Customer,Yes
1963,Male,22.0,81,Biostatistician I,Argiculture,Mass Customer,Yes
1964,Female,55.0,60,Mechanical Systems Engineer,Financial Services,Affluent Customer,Yes
1965,Male,46.0,81,Web Designer III,Retail,Mass Customer,Yes
1968,Female,25.0,31,Librarian,Entertainment,Mass Customer,No
1969,Male,58.0,54,Teacher,IT,Mass Customer,Yes
1970,Male,37.0,51,Desktop Support Technician,Manufacturing,Mass Customer,No
1973,Female,40.0,52,Media Manager IV,Financial Services,High Net Worth,No
1975,Female,54.0,39,Product Engineer,Health,Affluent Customer,No
1978,Female,65.0,53,Dental Hygienist,Health,Mass Customer,No
1980,Male,27.0,97,Food Chemist,Health,High Net Worth,Yes
1983,Female,57.0,6,Assistant Media Planner,Entertainment,Affluent Customer,Yes
1984,Male,21.0,70,Information Systems Manager,Health,Mass Customer,Yes
1987,Male,63.0,56,Research Associate,Health,Affluent Customer,No
1988,Male,63.0,27,Recruiting Manager,Property,Mass Customer,No
1989,Female,46.0,46,Graphic Designer,Property,High Net Worth,Yes
1991,Male,26.0,35,Research Nurse,Health,Mass Customer,Yes
1992,Female,24.0,28,Web Developer I,Manufacturing,Mass Customer,Yes
1996,Male,34.0,4,Structural Engineer,Manufacturing,Mass Customer,No
1999,Female,57.0,6,Nuclear Power Engineer,Manufacturing,Mass Customer,Yes
2001,Female,42.0,21,Analog Circuit Design manager,Manufacturing,Mass Customer,Yes
2003,Female,57.0,80,Statistician III,Manufacturing,High Net Worth,Yes
2004,Male,56.0,16,Nuclear Power Engineer,Manufacturing,Affluent Customer,Yes
2005,Female,41.0,41,Accountant I,Manufacturing,High Net Worth,No
2006,Female,20.0,33,Senior Developer,Property,High Net Worth,Yes
2007,Male,50.0,8,Programmer I,Manufacturing,Mass Customer,Yes
2008,Male,26.0,77,Analyst Programmer,Financial Services,Mass Customer,Yes
2009,Female,60.0,19,Staff Accountant IV,Health,Affluent Customer,Yes
2010,Male,46.0,88,Data Coordiator,Manufacturing,High Net Worth,Yes
2011,Male,42.0,68,VP Sales,Manufacturing,High Net Worth,Yes
2012,Female,47.0,55,Health Coach I,Health,High Net Worth,No
2013,Female,24.0,99,Registered Nurse,Health,Affluent Customer,Yes
2014,Female,30.0,49,Associate Professor,Manufacturing,Mass Customer,Yes
2015,Female,46.0,6,Health Coach IV,Health,Affluent Customer,No
2016,Female,21.0,89,Executive Secretary,Retail,Affluent Customer,Yes
2017,Male,25.0,67,Programmer II,Financial Services,Affluent Customer,Yes
2018,Male,57.0,80,Senior Developer,Financial Services,Affluent Customer,No
2019,Female,66.0,48,VP Marketing,Entertainment,High Net Worth,No
2020,Female,49.0,50,Biostatistician IV,Property,Affluent Customer,Yes
2024,Female,19.0,69,VP Sales,IT,Mass Customer,Yes
2026,Female,32.0,62,Structural Engineer,Property,Mass Customer,Yes
2028,Female,43.0,25,Director of Sales,Retail,Affluent Customer,Yes
2029,Male,28.0,10,Nurse,Manufacturing,Mass Customer,No
2030,Male,59.0,3,Administrative Officer,Property,High Net Worth,No
2032,Male,36.0,98,Quality Control Specialist,Property,Mass Customer,Yes
2033,Male,48.0,36,Dental Hygienist,Health,High Net Worth,No
2034,Female,46.0,87,Speech Pathologist,Manufacturing,Mass Customer,No
2037,Male,31.0,19,VP Marketing,IT,Mass Customer,No
2038,Female,60.0,9,Structural Engineer,Financial Services,Mass Customer,Yes
2039,Female,42.0,38,Senior Developer,IT,High Net Worth,Yes
2040,Male,50.0,25,VP Sales,Retail,Affluent Customer,Yes
2041,Male,62.0,52,VP Accounting,Financial Services,Mass Customer,No
2042,Male,51.0,65,Registered Nurse,Health,Mass Customer,No
2044,Female,21.0,84,Quality Engineer,Health,Mass Customer,Yes
2045,Female,35.0,15,VP Sales,Financial Services,High Net Worth,No
2047,Female,45.0,45,Paralegal,Financial Services,Affluent Customer,Yes
2048,Female,60.0,22,Financial Advisor,Financial Services,High Net Worth,No
2049,Male,58.0,21,Assistant Professor,Manufacturing,High Net Worth,No
2051,Female,60.0,8,Geological Engineer,Manufacturing,Affluent Customer,No
2055,Male,39.0,46,Administrative Assistant III,Retail,High Net Worth,No
2056,Female,34.0,65,Biostatistician IV,Property,High Net Worth,No
2057,Female,60.0,99,Accounting Assistant IV,Manufacturing,Affluent Customer,Yes
2058,Female,42.0,99,Database Administrator I,Argiculture,High Net Worth,No
2060,Female,61.0,17,Statistician II,Financial Services,Mass Customer,No
2062,Male,43.0,67,Junior Executive,Retail,Mass Customer,No
2063,Male,56.0,55,Clinical Specialist,Health,Affluent Customer,No
2064,Male,51.0,99,VP Marketing,Health,Mass Customer,Yes
2065,Male,42.0,66,Technical Writer,Retail,Mass Customer,Yes
2066,Male,50.0,91,Food Chemist,Health,High Net Worth,Yes
2067,Male,41.0,81,Registered Nurse,Health,Mass Customer,No
2072,Female,60.0,30,Environmental Specialist,Financial Services,Mass Customer,Yes
2075,Female,47.0,95,Environmental Tech,Manufacturing,Mass Customer,No
2076,Female,51.0,73,Assistant Manager,Manufacturing,Mass Customer,Yes
2077,Female,28.0,67,Cost Accountant,Financial Services,Mass Customer,Yes
2078,Female,30.0,15,Computer Systems Analyst III,Manufacturing,Mass Customer,No
2081,Female,47.0,69,Senior Editor,Financial Services,Mass Customer,No
2082,Female,40.0,38,Legal Assistant,Health,Affluent Customer,Yes
2085,Female,64.0,83,Pharmacist,Health,Mass Customer,No
2086,Male,23.0,68,Senior Cost Accountant,Financial Services,High Net Worth,No
2087,Male,50.0,76,Administrative Officer,IT,Mass Customer,Yes
2088,Male,50.0,2,Senior Financial Analyst,Financial Services,Mass Customer,Yes
2089,Male,62.0,93,Safety Technician I,Financial Services,High Net Worth,No
2090,Male,55.0,63,Help Desk Technician,Financial Services,Mass Customer,Yes
2091,Female,39.0,27,Office Assistant II,Argiculture,Mass Customer,No
2092,Male,42.0,14,Safety Technician IV,Manufacturing,High Net Worth,No
2093,Male,20.0,94,Programmer II,Financial Services,High Net Worth,No
2095,Female,30.0,69,Account Executive,Manufacturing,Affluent Customer,No
2096,Female,51.0,74,Programmer III,Telecommunications,High Net Worth,Yes
2097,Male,32.0,38,Recruiter,Telecommunications,Mass Customer,No
2098,Female,50.0,82,Dental Hygienist,Health,High Net Worth,No
2099,Male,60.0,40,Senior Cost Accountant,Financial Services,High Net Worth,Yes
2103,Male,44.0,94,Business Systems Development Analyst,Financial Services,Affluent Customer,No
2104,Female,41.0,31,Structural Analysis Engineer,Financial Services,Mass Customer,No
2105,Male,48.0,29,Food Chemist,Health,High Net Worth,Yes
2106,Male,50.0,91,Project Manager,Financial Services,High Net Worth,Yes
2107,Female,27.0,2,Biostatistician IV,IT,Affluent Customer,Yes
2108,Female,34.0,41,Software Test Engineer IV,Property,Mass Customer,Yes
2109,Female,55.0,14,Account Representative II,Health,High Net Worth,Yes
2110,Male,46.0,29,Human Resources Assistant III,Manufacturing,High Net Worth,No
2111,Male,46.0,98,Speech Pathologist,Property,Affluent Customer,Yes
2112,Female,27.0,64,Accounting Assistant I,Financial Services,Mass Customer,Yes
2113,Female,48.0,91,Internal Auditor,Manufacturing,Affluent Customer,No
2114,Male,65.0,78,Safety Technician III,Argiculture,High Net Worth,No
2115,Male,44.0,17,Food Chemist,Health,Mass Customer,Yes
2116,Male,41.0,81,Research Associate,Financial Services,Affluent Customer,Yes
2117,Male,24.0,76,Computer Systems Analyst I,Health,Affluent Customer,No
2119,Female,35.0,51,Senior Cost Accountant,Financial Services,Mass Customer,No
2120,Male,23.0,80,Web Designer III,Manufacturing,Mass Customer,No
2121,Female,31.0,35,Nurse,Financial Services,Mass Customer,Yes
2123,Female,27.0,36,Software Engineer II,Manufacturing,Affluent Customer,No
2125,Female,45.0,9,VP Quality Control,Financial Services,High Net Worth,No
2126,Male,62.0,65,Product Engineer,Health,Mass Customer,Yes
2127,Female,46.0,66,Web Designer I,Manufacturing,Mass Customer,No
2128,Male,43.0,31,Data Coordiator,Property,Affluent Customer,Yes
2129,Male,39.0,26,Electrical Engineer,Manufacturing,High Net Worth,No
2130,Female,30.0,95,Structural Engineer,Property,High Net Worth,Yes
2132,Female,35.0,16,Human Resources Manager,Financial Services,High Net Worth,Yes
2133,Female,22.0,44,General Manager,Financial Services,High Net Worth,No
2134,Male,20.0,16,Nurse,Manufacturing,Affluent Customer,No
2136,Female,54.0,21,Office Assistant I,Health,High Net Worth,Yes
2138,Female,41.0,23,Graphic Designer,Manufacturing,High Net Worth,No
2139,Female,38.0,87,Accountant II,IT,Affluent Customer,Yes
2140,Male,43.0,59,Help Desk Operator,Telecommunications,High Net Worth,No
2141,Female,55.0,50,Programmer I,Financial Services,High Net Worth,Yes
2144,Female,42.0,12,Office Assistant IV,Property,Mass Customer,Yes
2145,Female,60.0,44,Librarian,Entertainment,Affluent Customer,Yes
2148,Female,31.0,78,Engineer I,Manufacturing,Mass Customer,Yes
2152,Female,51.0,40,Database Administrator III,Manufacturing,Mass Customer,Yes
2154,Female,40.0,86,Chemical Engineer,Manufacturing,High Net Worth,No
2156,Male,43.0,96,Desktop Support Technician,Retail,Mass Customer,Yes
2157,Female,42.0,52,Community Outreach Specialist,Property,Mass Customer,No
2158,Male,59.0,11,Physical Therapy Assistant,Entertainment,Mass Customer,No
2160,Female,48.0,64,Recruiter,Health,Mass Customer,Yes
2162,Male,46.0,49,Paralegal,Financial Services,High Net Worth,Yes
2164,Female,46.0,12,Financial Analyst,Financial Services,Mass Customer,Yes
2166,Female,35.0,78,Nurse,Property,Mass Customer,No
2168,Male,45.0,83,VP Accounting,Financial Services,Mass Customer,Yes
2169,Male,41.0,80,Senior Financial Analyst,Financial Services,Mass Customer,No
2170,Male,57.0,27,Geological Engineer,Manufacturing,Affluent Customer,No
2171,Female,50.0,21,Pharmacist,Health,High Net Worth,No
2172,Male,41.0,6,Information Systems Manager,Health,Affluent Customer,Yes
2173,Female,43.0,27,Help Desk Technician,IT,Mass Customer,Yes
2174,Male,57.0,32,Account Executive,Argiculture,High Net Worth,No
2175,Male,34.0,23,Web Developer III,Health,Mass Customer,No
2176,Female,57.0,79,Accountant II,Property,High Net Worth,Yes
2177,Male,42.0,35,Social Worker,Health,Mass Customer,No
2178,Female,66.0,20,Mechanical Systems Engineer,Retail,Mass Customer,No
2181,Male,45.0,99,Account Executive,IT,Mass Customer,Yes
2182,Male,53.0,47,Assistant Media Planner,Entertainment,High Net Worth,Yes
2183,Female,48.0,61,Programmer Analyst IV,Manufacturing,Mass Customer,Yes
2184,Male,48.0,49,Statistician III,Health,Mass Customer,No
2185,Female,56.0,40,Human Resources Assistant II,Property,Mass Customer,No
2186,Female,57.0,61,Clinical Specialist,Health,High Net Worth,No
2187,Female,22.0,52,Budget/Accounting Analyst I,Health,Mass Customer,No
2194,Female,61.0,79,Electrical Engineer,Manufacturing,Affluent Customer,Yes
2195,Female,33.0,94,GIS Technical Architect,Financial Services,Affluent Customer,Yes
2196,Male,43.0,66,Media Manager I,Retail,High Net Worth,Yes
2197,Male,26.0,32,Programmer Analyst I,Financial Services,Mass Customer,No
2198,Male,22.0,1,Editor,Property,Affluent Customer,Yes
2199,Female,37.0,89,Account Coordinator,Property,High Net Worth,Yes
2202,Female,42.0,46,Physical Therapy Assistant,Financial Services,Affluent Customer,Yes
2203,Male,21.0,13,Sales Associate,Health,High Net Worth,Yes
2204,Female,52.0,16,Librarian,Entertainment,High Net Worth,No
2206,Male,63.0,60,Structural Engineer,Financial Services,Affluent Customer,No
2207,Female,41.0,93,Web Designer IV,Manufacturing,Mass Customer,Yes
2209,Male,26.0,4,Registered Nurse,Health,Affluent Customer,Yes
2210,Male,34.0,16,Registered Nurse,Health,High Net Worth,No
2212,Female,46.0,22,Technical Writer,Manufacturing,Affluent Customer,Yes
2216,Female,58.0,29,Systems Administrator II,Property,High Net Worth,Yes
2218,Female,28.0,94,Senior Sales Associate,Health,Affluent Customer,No
2220,Male,61.0,35,Legal Assistant,Financial Services,Mass Customer,Yes
2221,Male,24.0,80,General Manager,Argiculture,Affluent Customer,No
2224,Female,21.0,3,Budget/Accounting Analyst III,Retail,High Net Worth,Yes
2225,Female,32.0,45,Occupational Therapist,Health,Affluent Customer,No
2227,Male,43.0,45,Systems Administrator I,Property,Affluent Customer,Yes
2228,Female,64.0,12,Geological Engineer,Manufacturing,High Net Worth,No
2229,Female,61.0,76,Cost Accountant,Financial Services,Affluent Customer,Yes
2234,Male,33.0,48,Electrical Engineer,Manufacturing,Mass Customer,No
2235,Female,40.0,75,Social Worker,Health,Affluent Customer,No
2236,Male,52.0,0,Data Coordiator,Manufacturing,Affluent Customer,Yes
2238,Female,41.0,96,Director of Sales,Retail,Mass Customer,Yes
2239,Female,60.0,0,Associate Professor,Property,High Net Worth,Yes
2240,Male,50.0,4,Automation Specialist III,Manufacturing,High Net Worth,Yes
2241,Male,45.0,45,Paralegal,Financial Services,High Net Worth,No
2244,Male,48.0,97,Software Test Engineer III,Manufacturing,Mass Customer,No
2245,Female,40.0,11,Marketing Manager,Argiculture,Mass Customer,No
2247,Female,25.0,17,Teacher,Retail,High Net Worth,Yes
2248,Female,24.0,33,Software Engineer I,Manufacturing,Mass Customer,No
2253,Female,61.0,28,Office Assistant I,Manufacturing,Affluent Customer,Yes
2254,Female,64.0,36,Programmer Analyst II,Health,Affluent Customer,No
2255,Male,27.0,92,Dental Hygienist,Health,Affluent Customer,Yes
2256,Female,42.0,28,Marketing Manager,Retail,Mass Customer,No
2257,Male,42.0,27,Librarian,Entertainment,Mass Customer,No
2258,Female,46.0,63,Account Executive,Retail,High Net Worth,No
2260,Male,53.0,38,Administrative Assistant IV,Argiculture,High Net Worth,No
2261,Male,39.0,81,Account Representative II,Health,Mass Customer,Yes
2262,Female,36.0,90,Pharmacist,Health,Mass Customer,Yes
2263,Female,33.0,79,Professor,Argiculture,Mass Customer,Yes
2264,Female,47.0,18,Occupational Therapist,Health,Affluent Customer,No
2268,Female,54.0,66,Pharmacist,Health,Mass Customer,No
2270,Male,53.0,50,Information Systems Manager,Retail,Affluent Customer,No
2272,Female,25.0,82,Internal Auditor,Manufacturing,Mass Customer,No
2275,Female,27.0,77,Human Resources Assistant II,Financial Services,High Net Worth,Yes
2277,Female,56.0,44,Cost Accountant,Financial Services,High Net Worth,Yes
2278,Male,42.0,11,Product Engineer,Health,Affluent Customer,Yes
2279,Male,41.0,42,Human Resources Assistant II,Health,Mass Customer,No
2282,Male,63.0,81,Senior Financial Analyst,Financial Services,Affluent Customer,Yes
2284,Female,46.0,83,Staff Accountant IV,Telecommunications,High Net Worth,No
2285,Female,46.0,71,Quality Control Specialist,Health,High Net Worth,No
2286,Female,25.0,20,Staff Scientist,Manufacturing,High Net Worth,No
2287,Female,46.0,53,Human Resources Assistant I,Telecommunications,High Net Worth,No
2288,Male,56.0,63,Staff Scientist,Manufacturing,High Net Worth,No
2289,Female,39.0,97,Research Nurse,Health,Affluent Customer,Yes
2290,Male,39.0,18,Account Executive,Manufacturing,Mass Customer,Yes
2291,Male,49.0,67,Accountant IV,Manufacturing,Affluent Customer,Yes
2292,Female,22.0,17,Research Nurse,Health,Mass Customer,Yes
2293,Female,62.0,70,Financial Advisor,Financial Services,Affluent Customer,No
2294,Male,32.0,25,Associate Professor,Manufacturing,Mass Customer,No
2296,Female,18.0,16,Geologist IV,Retail,Affluent Customer,No
2297,Female,48.0,16,Geological Engineer,Manufacturing,Affluent Customer,Yes
2298,Male,22.0,64,Environmental Tech,Property,Mass Customer,Yes
2299,Male,33.0,11,Computer Systems Analyst I,Property,High Net Worth,Yes
2301,Male,53.0,66,Senior Cost Accountant,Financial Services,Mass Customer,Yes
2303,Male,27.0,22,Database Administrator IV,Retail,Mass Customer,Yes
2305,Female,35.0,91,Chief Design Engineer,Financial Services,Affluent Customer,Yes
2306,Female,60.0,98,Paralegal,Financial Services,High Net Worth,Yes
2307,Female,41.0,57,Desktop Support Technician,Retail,High Net Worth,Yes
2308,Female,57.0,52,Paralegal,Financial Services,Mass Customer,Yes
2309,Male,35.0,40,Accounting Assistant I,Manufacturing,Affluent Customer,No
2312,Female,40.0,72,Assistant Manager,Manufacturing,Mass Customer,No
2313,Female,53.0,54,Chemical Engineer,Manufacturing,Mass Customer,No
2314,Male,26.0,59,Registered Nurse,Health,High Net Worth,Yes
2315,Male,26.0,25,Community Outreach Specialist,Financial Services,Affluent Customer,No
2316,Male,42.0,79,Computer Systems Analyst IV,Financial Services,Affluent Customer,Yes
2317,Male,43.0,97,Tax Accountant,Health,Mass Customer,Yes
2318,Female,32.0,30,Automation Specialist I,Manufacturing,Mass Customer,Yes
2319,Male,35.0,63,Librarian,Entertainment,High Net Worth,No
2320,Female,54.0,14,Senior Developer,Manufacturing,Affluent Customer,No
2321,Female,40.0,27,Nuclear Power Engineer,Manufacturing,Mass Customer,Yes
2322,Male,28.0,72,Biostatistician III,Health,Mass Customer,Yes
2323,Male,32.0,2,Desktop Support Technician,Property,High Net Worth,No
2324,Male,53.0,44,Sales Associate,Manufacturing,Mass Customer,Yes
2325,Male,56.0,50,Database Administrator IV,Retail,High Net Worth,Yes
2326,Male,53.0,64,Programmer Analyst I,Retail,High Net Worth,No
2328,Male,34.0,63,Dental Hygienist,Health,Mass Customer,Yes
2329,Female,62.0,7,Computer Systems Analyst II,IT,Affluent Customer,No
2330,Female,30.0,5,Account Coordinator,Property,Mass Customer,No
2331,Female,57.0,48,Database Administrator III,Financial Services,Mass Customer,Yes
2332,Male,43.0,99,Developer III,Property,High Net Worth,Yes
2333,Male,54.0,82,Structural Analysis Engineer,Financial Services,Mass Customer,Yes
2334,Male,24.0,30,Food Chemist,Health,Affluent Customer,No
2336,Male,42.0,59,Dental Hygienist,Health,Affluent Customer,No
2337,Female,20.0,47,Programmer Analyst II,Health,Mass Customer,No
2338,Female,33.0,13,Programmer Analyst IV,Manufacturing,Mass Customer,No
2339,Male,61.0,3,Web Designer II,Property,Affluent Customer,Yes
2340,Male,42.0,33,Research Assistant IV,Health,Mass Customer,Yes
2343,Male,61.0,6,Nurse Practicioner,Argiculture,High Net Worth,Yes
2344,Male,27.0,93,Nurse,Financial Services,Mass Customer,Yes
2345,Female,33.0,50,Systems Administrator I,Retail,Affluent Customer,Yes
2348,Female,62.0,2,Web Designer IV,Manufacturing,Mass Customer,No
2349,Female,41.0,23,Executive Secretary,Telecommunications,High Net Worth,No
2351,Female,28.0,35,Assistant Professor,Retail,Affluent Customer,Yes
2353,Male,41.0,93,Health Coach IV,Health,Affluent Customer,Yes
2354,Female,61.0,99,Product Engineer,Retail,Mass Customer,No
2356,Female,25.0,58,Geological Engineer,Manufacturing,Affluent Customer,No
2357,Female,57.0,39,Civil Engineer,Manufacturing,Mass Customer,No
2358,Male,61.0,26,Senior Sales Associate,Retail,High Net Worth,Yes
2359,Female,34.0,80,Mechanical Systems Engineer,Property,High Net Worth,Yes
2360,Female,45.0,0,VP Accounting,Financial Services,High Net Worth,Yes
2362,Male,48.0,49,Developer II,Financial Services,Affluent Customer,Yes
2363,Male,36.0,92,Nurse,Entertainment,Mass Customer,Yes
2365,Female,21.0,2,Structural Analysis Engineer,Argiculture,Mass Customer,Yes
2366,Female,44.0,51,Web Designer I,Health,Mass Customer,Yes
2367,Male,63.0,40,Electrical Engineer,Manufacturing,Mass Customer,Yes
2368,Female,27.0,98,Chemical Engineer,Manufacturing,Mass Customer,No
2369,Female,23.0,80,Financial Analyst,Financial Services,Mass Customer,Yes
2370,Female,24.0,35,Analyst Programmer,Property,High Net Worth,No
2371,Female,53.0,22,Staff Scientist,Manufacturing,High Net Worth,Yes
2372,Male,42.0,14,Clinical Specialist,Health,Affluent Customer,No
2373,Female,38.0,51,Structural Engineer,Manufacturing,High Net Worth,Yes
2374,Male,26.0,6,Design Engineer,Financial Services,Mass Customer,No
2375,Female,33.0,21,Sales Representative,Retail,Affluent Customer,No
2377,Female,21.0,29,Analog Circuit Design manager,IT,High Net Worth,No
2379,Female,39.0,85,Occupational Therapist,Health,Affluent Customer,Yes
2380,Female,64.0,44,Technical Writer,Retail,Mass Customer,Yes
2381,Female,47.0,91,Programmer I,Argiculture,Affluent Customer,Yes
2382,Male,48.0,79,Accounting Assistant III,Retail,Mass Customer,Yes
2383,Female,41.0,34,Compensation Analyst,Financial Services,Mass Customer,No
2384,Male,58.0,96,Operator,Health,High Net Worth,Yes
2385,Male,61.0,70,Dental Hygienist,Health,Mass Customer,No
2386,Female,22.0,93,Compensation Analyst,Financial Services,Mass Customer,No
2388,Male,23.0,84,Cost Accountant,Financial Services,Mass Customer,No
2389,Male,46.0,18,Desktop Support Technician,Retail,High Net Worth,No
2390,Female,56.0,48,Legal Assistant,Property,Mass Customer,No
2391,Female,59.0,72,Nurse Practicioner,Health,Mass Customer,No
2392,Female,19.0,48,Marketing Assistant,Manufacturing,Affluent Customer,No
2393,Female,38.0,68,Registered Nurse,Health,High Net Worth,Yes
2396,Female,46.0,40,Recruiter,Retail,Affluent Customer,Yes
2397,Male,34.0,33,Analyst Programmer,Retail,Affluent Customer,Yes
2400,Male,42.0,73,Office Assistant III,Property,Mass Customer,Yes
2402,Female,62.0,99,Cost Accountant,Financial Services,Mass Customer,Yes
2403,Female,42.0,41,Technical Writer,Financial Services,Affluent Customer,No
2404,Male,60.0,13,Graphic Designer,Retail,Mass Customer,No
2410,Female,45.0,75,Geological Engineer,Manufacturing,Mass Customer,Yes
2412,Female,39.0,77,Chemical Engineer,Manufacturing,Affluent Customer,No
2413,Male,76.0,27,Environmental Specialist,Manufacturing,High Net Worth,Yes
2415,Male,41.0,56,Web Designer II,Manufacturing,Mass Customer,No
2416,Male,60.0,19,Office Assistant I,Health,Affluent Customer,No
2418,Female,50.0,82,Software Engineer III,Property,Mass Customer,Yes
2419,Male,41.0,96,Physical Therapy Assistant,Property,High Net Worth,No
2420,Female,43.0,10,Staff Scientist,Financial Services,High Net Worth,No
2421,Female,65.0,54,Research Nurse,Health,Affluent Customer,Yes
2422,Female,41.0,96,Librarian,Entertainment,High Net Worth,No
2423,Male,39.0,49,Professor,IT,Mass Customer,Yes
2429,Female,39.0,54,Assistant Professor,Manufacturing,Mass Customer,Yes
2431,Male,20.0,15,Senior Cost Accountant,Financial Services,Mass Customer,Yes
2432,Female,39.0,67,Nuclear Power Engineer,Manufacturing,Affluent Customer,Yes
2435,Female,58.0,69,Account Coordinator,Manufacturing,Mass Customer,No
2436,Male,34.0,37,Help Desk Technician,IT,Mass Customer,No
2437,Female,43.0,90,Marketing Manager,Financial Services,Mass Customer,Yes
2438,Female,37.0,76,Speech Pathologist,Manufacturing,Mass Customer,Yes
2440,Female,60.0,17,Engineer II,Manufacturing,Affluent Customer,No
2442,Male,62.0,8,Social Worker,Health,Affluent Customer,Yes
2443,Male,30.0,30,Computer Systems Analyst I,Property,High Net Worth,No
2444,Male,43.0,22,Associate Professor,Manufacturing,High Net Worth,No
2445,Male,44.0,46,Quality Control Specialist,Retail,Affluent Customer,No
2448,Female,27.0,5,Structural Analysis Engineer,Property,High Net Worth,No
2450,Male,45.0,64,Structural Engineer,Retail,Affluent Customer,Yes
2451,Male,47.0,33,Editor,Argiculture,Affluent Customer,Yes
2452,Female,44.0,93,Chemical Engineer,Manufacturing,Mass Customer,Yes
2453,Female,27.0,22,Safety Technician II,Telecommunications,High Net Worth,No
2454,Female,60.0,81,Senior Sales Associate,Property,Mass Customer,Yes
2457,Male,45.0,70,Developer IV,IT,High Net Worth,Yes
2458,Female,56.0,73,Media Manager II,Manufacturing,High Net Worth,Yes
2460,Male,44.0,88,Nurse Practicioner,Manufacturing,High Net Worth,Yes
2462,Male,39.0,17,Assistant Media Planner,Entertainment,Affluent Customer,No
2463,Female,42.0,54,Pharmacist,Health,Mass Customer,No
2464,Male,37.0,78,Speech Pathologist,Retail,Mass Customer,No
2466,Male,39.0,62,Software Test Engineer IV,Entertainment,High Net Worth,No
2467,Female,44.0,71,Engineer III,Manufacturing,Affluent Customer,Yes
2468,Male,24.0,51,Marketing Assistant,Retail,High Net Worth,No
2471,Male,41.0,55,Geological Engineer,Manufacturing,Mass Customer,Yes
2472,Male,31.0,99,Product Engineer,Health,High Net Worth,Yes
2474,Female,39.0,59,Executive Secretary,Argiculture,High Net Worth,Yes
2476,Male,63.0,13,Administrative Officer,Property,High Net Worth,No
2477,Male,43.0,25,Electrical Engineer,Manufacturing,Affluent Customer,Yes
2478,Male,53.0,85,Senior Cost Accountant,Financial Services,Affluent Customer,Yes
2479,Female,23.0,81,Community Outreach Specialist,Retail,Mass Customer,No
2481,Female,41.0,71,Chief Design Engineer,Manufacturing,Mass Customer,Yes
2482,Male,66.0,95,Pharmacist,Health,Mass Customer,Yes
2484,Female,40.0,77,Senior Quality Engineer,Property,Mass Customer,Yes
2486,Female,66.0,77,Structural Engineer,Manufacturing,Mass Customer,Yes
2487,Male,42.0,92,Operator,IT,Affluent Customer,Yes
2488,Female,31.0,32,Senior Financial Analyst,Financial Services,Mass Customer,Yes
2489,Female,43.0,42,Speech Pathologist,Retail,Mass Customer,No
2491,Male,43.0,74,Clinical Specialist,Health,Mass Customer,No
2492,Male,46.0,35,Design Engineer,Manufacturing,High Net Worth,No
2493,Male,38.0,56,Assistant Media Planner,Entertainment,Mass Customer,Yes
2494,Female,45.0,98,Senior Sales Associate,Manufacturing,High Net Worth,No
2495,Female,66.0,89,Assistant Professor,IT,Affluent Customer,No
2496,Male,39.0,29,Web Developer II,Manufacturing,Mass Customer,Yes
2497,Male,51.0,33,Administrative Assistant IV,Property,Affluent Customer,No
2498,Female,42.0,70,Software Test Engineer III,Retail,High Net Worth,No
2499,Female,46.0,77,Account Representative I,Retail,Mass Customer,No
2500,Female,62.0,35,Senior Developer,Property,High Net Worth,Yes
2501,Female,48.0,80,Actuary,Financial Services,Mass Customer,Yes
2502,Female,55.0,6,Structural Engineer,Manufacturing,Mass Customer,Yes
2503,Male,52.0,80,Budget/Accounting Analyst I,Health,Affluent Customer,Yes
2505,Female,39.0,45,VP Marketing,Financial Services,High Net Worth,No
2507,Female,33.0,77,Biostatistician III,Health,Affluent Customer,Yes
2509,Male,48.0,99,Help Desk Technician,Financial Services,Mass Customer,No
2510,Male,47.0,43,Human Resources Manager,Manufacturing,Mass Customer,Yes
2511,Male,28.0,20,Technical Writer,Financial Services,Mass Customer,Yes
2513,Male,41.0,55,Structural Analysis Engineer,Property,Mass Customer,No
2514,Male,44.0,25,Senior Financial Analyst,Financial Services,High Net Worth,Yes
2516,Female,53.0,42,Registered Nurse,Health,Mass Customer,No
2517,Female,41.0,1,Research Nurse,Health,Mass Customer,Yes
2519,Male,40.0,76,Senior Developer,Manufacturing,Mass Customer,Yes
2520,Male,46.0,71,Accountant III,Retail,Affluent Customer,Yes
2521,Female,20.0,35,Chemical Engineer,Manufacturing,High Net Worth,Yes
2523,Female,58.0,28,VP Marketing,Financial Services,Mass Customer,Yes
2524,Male,51.0,84,Help Desk Technician,Retail,Mass Customer,Yes
2525,Male,27.0,25,Cost Accountant,Financial Services,Mass Customer,No
2526,Male,51.0,89,Software Test Engineer II,Manufacturing,Mass Customer,No
2529,Male,66.0,81,Quality Engineer,Manufacturing,High Net Worth,Yes
2530,Female,59.0,63,Business Systems Development Analyst,Property,Mass Customer,Yes
2531,Male,38.0,48,Teacher,Property,High Net Worth,Yes
